Epoch,Batch,Filename,Augmentation,True Labels,Predicted Labels,Probabilities
1,74,176_99_box_7.ply,jitter,"0.0,1.0,0.0,0.0","0,1,1,0","Good_layer:0.0167,Ditch:0.9585,Crater:0.5617,Waves:0.0086"
1,74,2014_101_box_2.ply,none,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.0428,Ditch:0.7404,Crater:0.6331,Waves:0.0280"
1,74,1655_126_box_7.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0038,Ditch:0.0196,Crater:0.9877,Waves:0.0058"
1,74,844_275_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9089,Ditch:0.0790,Crater:0.0072,Waves:0.0287"
1,74,903_17_box_0.ply,combo,"0.0,1.0,1.0,0.0","0,1,0,0","Good_layer:0.0200,Ditch:0.8865,Crater:0.0665,Waves:0.0039"
1,74,242_111_box_0.ply,none,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.0127,Ditch:0.9583,Crater:0.0896,Waves:0.0023"
1,74,1059_244_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9404,Ditch:0.0254,Crater:0.0018,Waves:0.0028"
1,74,540_33_box_2.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0284,Ditch:0.0260,Crater:0.0298,Waves:0.9579"
1,74,2415_46_box_0.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0672,Ditch:0.1136,Crater:0.0609,Waves:0.8267"
1,74,1507_305_box_7.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0148,Ditch:0.0763,Crater:0.9696,Waves:0.0088"
1,74,229_33_box_0.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1533,Ditch:0.1516,Crater:0.0716,Waves:0.7267"
1,74,1161_273_box_5.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9363,Ditch:0.0467,Crater:0.0027,Waves:0.0093"
1,74,1576_88_box_2.ply,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.0983,Ditch:0.3638,Crater:0.3058,Waves:0.2323"
1,74,2184_38_box_1.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0485,Ditch:0.0672,Crater:0.0431,Waves:0.8501"
1,74,309_121_box_3.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0527,Ditch:0.2381,Crater:0.8322,Waves:0.0280"
1,74,568_48_box_4.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1348,Ditch:0.1746,Crater:0.0767,Waves:0.6048"
1,74,2386_120_box_5.ply,jitter,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.0330,Ditch:0.7272,Crater:0.6856,Waves:0.0199"
1,74,1287_98_box_4.ply,combo,"0.0,1.0,1.0,0.0","0,0,1,0","Good_layer:0.0084,Ditch:0.1021,Crater:0.9824,Waves:0.0059"
1,74,540_33_box_2.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0312,Ditch:0.0402,Crater:0.0159,Waves:0.9620"
1,74,1765_46_box_6.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0364,Ditch:0.0312,Crater:0.0188,Waves:0.9258"
1,74,1901_42_box_1.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0299,Ditch:0.0736,Crater:0.0225,Waves:0.9075"
1,74,2089_277_box_3.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9602,Ditch:0.0476,Crater:0.0050,Waves:0.0035"
1,75,510_27_box_0.ply,flip_x,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.0550,Ditch:0.8490,Crater:0.2956,Waves:0.0268"
1,75,1078_144_box_7.ply,none,"1.0,0.0,0.0,0.0","0,1,0,0","Good_layer:0.0857,Ditch:0.7813,Crater:0.0646,Waves:0.1039"
1,75,668_36_box_2.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0208,Ditch:0.0320,Crater:0.0149,Waves:0.9559"
1,75,2074_46_box_3.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0630,Ditch:0.2895,Crater:0.0925,Waves:0.7376"
1,75,1658_39_box_5.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0219,Ditch:0.0561,Crater:0.1673,Waves:0.7281"
1,75,659_265_box_0.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9580,Ditch:0.0598,Crater:0.0020,Waves:0.0006"
1,75,135_147_box_0.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0441,Ditch:0.2380,Crater:0.8493,Waves:0.0294"
1,75,774_127_box_1.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0358,Ditch:0.1493,Crater:0.9551,Waves:0.0137"
1,75,2477_267_box_7.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9451,Ditch:0.0626,Crater:0.0054,Waves:0.0043"
1,75,884_02_box_0.ply,none,"1.0,0.0,0.0,0.0","0,1,0,0","Good_layer:0.2324,Ditch:0.7216,Crater:0.1258,Waves:0.0843"
1,75,2460_40_box_2.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0381,Ditch:0.0582,Crater:0.3289,Waves:0.5458"
1,75,1564_211_box_3.ply,none,"1.0,0.0,0.0,0.0","0,1,0,0","Good_layer:0.2195,Ditch:0.7056,Crater:0.0842,Waves:0.0278"
1,75,1674_254_box_4.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9598,Ditch:0.0490,Crater:0.0037,Waves:0.0022"
1,75,2335_112_box_4.ply,jitter,"0.0,1.0,1.0,0.0","0,1,0,0","Good_layer:0.0019,Ditch:0.9964,Crater:0.2194,Waves:0.0001"
1,75,2504_29_box_5.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0743,Ditch:0.0585,Crater:0.1209,Waves:0.8938"
1,75,1223_208_box_5.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8710,Ditch:0.0903,Crater:0.0144,Waves:0.0315"
1,75,1765_46_box_6.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0231,Ditch:0.0180,Crater:0.3310,Waves:0.7363"
1,75,1815_101_box_5.ply,rotate180,"0.0,1.0,0.0,0.0","0,0,1,0","Good_layer:0.0065,Ditch:0.2126,Crater:0.9566,Waves:0.0114"
1,75,1987_318_box_2.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0129,Ditch:0.0737,Crater:0.9836,Waves:0.0058"
1,75,2590_246_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7980,Ditch:0.0338,Crater:0.0062,Waves:0.0347"
1,75,1496_40_box_1.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0503,Ditch:0.1179,Crater:0.0108,Waves:0.8993"
1,75,2494_217_box_3.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7867,Ditch:0.2167,Crater:0.0150,Waves:0.0108"
1,75,579_49_box_4.ply,rotate180,"0.0,0.0,0.0,1.0","0,1,0,0","Good_layer:0.0489,Ditch:0.5260,Crater:0.2205,Waves:0.1119"
1,75,493_107_box_7.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0084,Ditch:0.3439,Crater:0.8855,Waves:0.0078"
1,75,2594_274_box_0.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8130,Ditch:0.1548,Crater:0.0197,Waves:0.0934"
1,75,2523_38_box_4.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0784,Ditch:0.0880,Crater:0.3508,Waves:0.5217"
1,75,1225_35_box_3.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1833,Ditch:0.0853,Crater:0.0410,Waves:0.8391"
1,75,1635_160_box_2.ply,jitter,"0.0,0.0,0.0,1.0","0,0,1,0","Good_layer:0.0357,Ditch:0.1082,Crater:0.9162,Waves:0.0294"
1,75,1432_71_box_7.ply,jitter,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0511,Ditch:0.2064,Crater:0.8376,Waves:0.0340"
1,75,2419_69_box_3.ply,combo,"0.0,0.0,1.0,0.0","0,1,1,0","Good_layer:0.0236,Ditch:0.7799,Crater:0.6004,Waves:0.0193"
1,75,1152_216_box_3.ply,none,"0.0,1.0,0.0,0.0","1,0,0,0","Good_layer:0.7970,Ditch:0.2552,Crater:0.0357,Waves:0.0211"
1,75,2568_27_box_3.ply,none,"0.0,1.0,0.0,1.0","0,0,0,1","Good_layer:0.0451,Ditch:0.1472,Crater:0.0994,Waves:0.7180"
1,76,1905_295_box_7.ply,flip_x,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0797,Ditch:0.1859,Crater:0.8719,Waves:0.0957"
1,76,931_42_box_0.ply,jitter,"0.0,0.0,0.0,1.0","0,0,1,0","Good_layer:0.0642,Ditch:0.0930,Crater:0.7681,Waves:0.2218"
1,76,1883_168_box_4.ply,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.2309,Ditch:0.3172,Crater:0.2551,Waves:0.3339"
1,76,891_104_box_1.ply,combo,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.0008,Ditch:0.9771,Crater:0.4760,Waves:0.0004"
1,76,2322_29_box_6.ply,combo,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1054,Ditch:0.0815,Crater:0.4441,Waves:0.5104"
1,76,1224_48_box_5.ply,combo,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0572,Ditch:0.1118,Crater:0.0643,Waves:0.7916"
1,76,670_338_box_2.ply,none,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.0892,Ditch:0.7125,Crater:0.2945,Waves:0.0625"
1,76,1074_278_box_2.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9461,Ditch:0.0289,Crater:0.0030,Waves:0.0081"
1,76,1443_235_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9206,Ditch:0.0375,Crater:0.0042,Waves:0.0209"
1,76,440_40_box_7.ply,combo,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1567,Ditch:0.0894,Crater:0.0701,Waves:0.8938"
1,76,2382_314_box_4.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0811,Ditch:0.1518,Crater:0.8833,Waves:0.0691"
1,76,544_04_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.6544,Ditch:0.2775,Crater:0.1644,Waves:0.0629"
1,76,388_300_box_5.ply,jitter,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0040,Ditch:0.0240,Crater:0.9929,Waves:0.0012"
1,76,2397_229_box_2.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9668,Ditch:0.0690,Crater:0.0073,Waves:0.0089"
1,76,540_33_box_2.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0066,Ditch:0.0283,Crater:0.0034,Waves:0.9775"
1,76,1726_177_box_3.ply,flip_x,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.1175,Ditch:0.7571,Crater:0.1413,Waves:0.0191"
1,76,1423_247_box_7.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8966,Ditch:0.0491,Crater:0.0095,Waves:0.0165"
1,76,1799_118_box_3.ply,jitter,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0489,Ditch:0.3192,Crater:0.8715,Waves:0.0639"
1,76,1804_09_box_2.ply,rotate180,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.0091,Ditch:0.9740,Crater:0.1354,Waves:0.0007"
1,76,1180_138_box_6.ply,combo,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.1005,Ditch:0.7501,Crater:0.3138,Waves:0.0585"
1,76,679_167_box_5.ply,none,"1.0,0.0,0.0,0.0","0,1,0,0","Good_layer:0.1637,Ditch:0.5323,Crater:0.1362,Waves:0.2341"
1,76,811_215_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8652,Ditch:0.1055,Crater:0.0068,Waves:0.0094"
1,76,1677_49_box_5.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0593,Ditch:0.0652,Crater:0.2011,Waves:0.6912"
1,76,668_36_box_2.ply,combo,"0.0,0.0,0.0,1.0","0,0,1,0","Good_layer:0.0841,Ditch:0.0638,Crater:0.6290,Waves:0.3846"
1,76,2148_17_box_6.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8298,Ditch:0.1246,Crater:0.0079,Waves:0.0303"
1,76,2568_27_box_3.ply,jitter,"0.0,1.0,0.0,1.0","0,0,0,0","Good_layer:0.1229,Ditch:0.2290,Crater:0.2998,Waves:0.4474"
1,76,2570_174_box_6.ply,rotate180,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.0827,Ditch:0.7706,Crater:0.2256,Waves:0.0459"
1,76,2312_92_box_5.ply,none,"0.0,1.0,1.0,0.0","0,0,1,0","Good_layer:0.0047,Ditch:0.3723,Crater:0.8876,Waves:0.0056"
1,76,2591_48_box_0.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0390,Ditch:0.0389,Crater:0.1007,Waves:0.8453"
1,76,2322_29_box_6.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0136,Ditch:0.0096,Crater:0.0010,Waves:0.9931"
1,76,118_73_box_4.ply,none,"1.0,0.0,0.0,0.0","0,0,1,0","Good_layer:0.0412,Ditch:0.0735,Crater:0.9163,Waves:0.0316"
1,76,1569_209_box_0.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8091,Ditch:0.2018,Crater:0.0257,Waves:0.0361"
1,77,109_188_box_4.ply,combo,"0.0,1.0,1.0,0.0","0,1,0,0","Good_layer:0.0741,Ditch:0.7916,Crater:0.3084,Waves:0.0499"
1,77,540_33_box_2.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0206,Ditch:0.0275,Crater:0.0305,Waves:0.9724"
1,77,667_225_box_5.ply,none,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.1153,Ditch:0.8416,Crater:0.1674,Waves:0.0113"
1,77,401_313_box_0.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0170,Ditch:0.4836,Crater:0.8566,Waves:0.0063"
1,77,367_24_box_2.ply,flip_x,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.3292,Ditch:0.5990,Crater:0.1699,Waves:0.0718"
1,77,612_296_box_6.ply,combo,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0028,Ditch:0.0071,Crater:0.9857,Waves:0.0050"
1,77,2592_336_box_6.ply,flip_x,"0.0,1.0,0.0,0.0","0,0,1,0","Good_layer:0.0473,Ditch:0.0756,Crater:0.7608,Waves:0.1240"
1,77,2527_151_box_6.ply,none,"1.0,0.0,0.0,0.0","0,0,0,0","Good_layer:0.4750,Ditch:0.2801,Crater:0.2112,Waves:0.3499"
1,77,1073_99_box_1.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0396,Ditch:0.1974,Crater:0.8896,Waves:0.0176"
1,77,264_49_box_1.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0697,Ditch:0.0572,Crater:0.0065,Waves:0.9494"
1,77,2118_46_box_5.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0058,Ditch:0.0277,Crater:0.0020,Waves:0.9821"
1,77,128_111_box_5.ply,none,"0.0,1.0,0.0,0.0","0,1,1,0","Good_layer:0.0029,Ditch:0.9033,Crater:0.8005,Waves:0.0016"
1,77,1579_03_box_6.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8868,Ditch:0.0460,Crater:0.0088,Waves:0.0168"
1,77,338_295_box_1.ply,combo,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0556,Ditch:0.1075,Crater:0.9359,Waves:0.0357"
1,77,931_42_box_0.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0542,Ditch:0.1139,Crater:0.0572,Waves:0.9095"
1,77,434_15_box_4.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8139,Ditch:0.1163,Crater:0.0271,Waves:0.0156"
1,77,1989_105_box_5.ply,rotate180,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.0423,Ditch:0.7445,Crater:0.6661,Waves:0.0440"
1,77,377_33_box_6.ply,none,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0378,Ditch:0.0560,Crater:0.0119,Waves:0.9357"
1,77,452_253_box_0.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9416,Ditch:0.0490,Crater:0.0019,Waves:0.0098"
1,77,741_166_box_5.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0167,Ditch:0.0125,Crater:0.9817,Waves:0.0078"
1,77,359_283_box_7.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8550,Ditch:0.1634,Crater:0.0095,Waves:0.0109"
1,77,1609_194_box_0.ply,none,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.3411,Ditch:0.5489,Crater:0.0643,Waves:0.0069"
1,77,460_116_box_0.ply,combo,"0.0,1.0,0.0,0.0","0,1,1,0","Good_layer:0.0032,Ditch:0.9026,Crater:0.6415,Waves:0.0054"
1,77,01_129_box_6.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0325,Ditch:0.2302,Crater:0.8396,Waves:0.0502"
1,77,1681_161_box_3.ply,none,"0.0,0.0,1.0,0.0","0,0,0,1","Good_layer:0.2735,Ditch:0.2599,Crater:0.2264,Waves:0.5151"
1,77,206_116_box_3.ply,none,"0.0,1.0,1.0,0.0","0,0,1,0","Good_layer:0.0536,Ditch:0.4120,Crater:0.6752,Waves:0.0395"
1,77,1825_179_box_2.ply,rotate180,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.2415,Ditch:0.7850,Crater:0.1313,Waves:0.0167"
1,77,1225_35_box_3.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0323,Ditch:0.0433,Crater:0.0354,Waves:0.9330"
1,77,2048_73_box_3.ply,rotate180,"0.0,0.0,1.0,0.0","0,0,0,0","Good_layer:0.1300,Ditch:0.1947,Crater:0.3117,Waves:0.4324"
1,77,754_211_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8371,Ditch:0.0740,Crater:0.0059,Waves:0.0214"
1,77,2367_237_box_2.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9651,Ditch:0.0202,Crater:0.0007,Waves:0.0057"
1,77,540_33_box_2.ply,combo,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0153,Ditch:0.0608,Crater:0.0230,Waves:0.9599"
1,78,1900_170_box_2.ply,jitter,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.1070,Ditch:0.7105,Crater:0.1466,Waves:0.0628"
1,78,1908_320_box_0.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0500,Ditch:0.0870,Crater:0.9119,Waves:0.0529"
1,78,2151_99_box_0.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0392,Ditch:0.1626,Crater:0.9027,Waves:0.0305"
1,78,2591_48_box_0.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1012,Ditch:0.1583,Crater:0.0194,Waves:0.8406"
1,78,440_40_box_7.ply,none,"0.0,0.0,0.0,1.0","1,0,0,0","Good_layer:0.6746,Ditch:0.0548,Crater:0.0108,Waves:0.3911"
1,78,2460_40_box_2.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1715,Ditch:0.0975,Crater:0.0343,Waves:0.7757"
1,78,1048_84_box_3.ply,none,"0.0,0.0,1.0,0.0","0,0,0,0","Good_layer:0.1510,Ditch:0.3349,Crater:0.2113,Waves:0.4443"
1,78,142_163_box_5.ply,jitter,"0.0,1.0,0.0,0.0","0,1,1,0","Good_layer:0.0155,Ditch:0.8299,Crater:0.5788,Waves:0.0022"
1,78,348_98_box_1.ply,rotate180,"0.0,1.0,0.0,0.0","0,1,1,0","Good_layer:0.0308,Ditch:0.6319,Crater:0.6117,Waves:0.0294"
1,78,2564_210_box_3.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9676,Ditch:0.0316,Crater:0.0042,Waves:0.0008"
1,78,2015_268_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9680,Ditch:0.0531,Crater:0.0030,Waves:0.0005"
1,78,228_41_box_1.ply,rotate180,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1832,Ditch:0.1359,Crater:0.0486,Waves:0.8218"
1,78,2202_338_box_4.ply,none,"1.0,0.0,0.0,0.0","0,1,0,0","Good_layer:0.1801,Ditch:0.5803,Crater:0.1362,Waves:0.0720"
1,78,1816_240_box_6.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9777,Ditch:0.1043,Crater:0.0063,Waves:0.0024"
1,78,2415_46_box_0.ply,combo,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0881,Ditch:0.1281,Crater:0.0367,Waves:0.8655"
1,78,748_307_box_6.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0056,Ditch:0.0364,Crater:0.9656,Waves:0.0128"
1,78,2421_322_box_7.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0883,Ditch:0.1377,Crater:0.9005,Waves:0.0386"
1,78,203_287_box_1.ply,none,"0.0,0.0,1.0,0.0","0,1,1,0","Good_layer:0.0700,Ditch:0.5325,Crater:0.7327,Waves:0.0588"
1,78,1356_40_box_5.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0934,Ditch:0.0621,Crater:0.0104,Waves:0.8286"
1,78,228_41_box_1.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0370,Ditch:0.0348,Crater:0.0442,Waves:0.9267"
1,78,568_48_box_4.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,0","Good_layer:0.2006,Ditch:0.2807,Crater:0.1420,Waves:0.4972"
1,78,1466_03_box_1.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.8551,Ditch:0.2188,Crater:0.0057,Waves:0.0033"
1,78,362_317_box_0.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0412,Ditch:0.0611,Crater:0.9315,Waves:0.0137"
1,78,2014_101_box_2.ply,rotate180,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.0543,Ditch:0.7014,Crater:0.6637,Waves:0.0361"
1,78,2384_103_box_2.ply,none,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.0249,Ditch:0.8225,Crater:0.6869,Waves:0.0196"
1,78,540_33_box_2.ply,jitter,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0297,Ditch:0.0704,Crater:0.0165,Waves:0.9649"
1,78,1817_42_box_4.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.1397,Ditch:0.1552,Crater:0.0531,Waves:0.7248"
1,78,392_187_box_2.ply,jitter,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.0008,Ditch:0.9909,Crater:0.1329,Waves:0.0002"
2,1,24_309_box_3.ply,combo,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0199,Ditch:0.1382,Crater:0.9486,Waves:0.0061"
2,1,1342_04_box_2.ply,jitter,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.0258,Ditch:0.8707,Crater:0.1352,Waves:0.0252"
2,1,260_194_box_2.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.7881,Ditch:0.1583,Crater:0.0144,Waves:0.0142"
2,1,1032_41_box_6.ply,combo,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0311,Ditch:0.0120,Crater:0.0131,Waves:0.9805"
2,1,440_40_box_7.ply,combo,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0976,Ditch:0.1452,Crater:0.0901,Waves:0.7999"
2,1,2390_288_box_0.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0746,Ditch:0.1745,Crater:0.8297,Waves:0.0674"
2,1,1458_209_box_3.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9421,Ditch:0.0591,Crater:0.0061,Waves:0.0039"
2,1,1183_175_box_0.ply,combo,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.2611,Ditch:0.5253,Crater:0.2921,Waves:0.1830"
2,1,2069_321_box_2.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0103,Ditch:0.0210,Crater:0.9796,Waves:0.0082"
2,1,1305_38_box_6.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0121,Ditch:0.0163,Crater:0.0022,Waves:0.9801"
2,1,426_70_box_2.ply,none,"1.0,0.0,0.0,0.0","0,0,1,0","Good_layer:0.1805,Ditch:0.2404,Crater:0.5537,Waves:0.1045"
2,1,81_92_box_4.ply,none,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.0498,Ditch:0.6479,Crater:0.5358,Waves:0.0146"
2,1,1455_23_box_5.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9369,Ditch:0.1530,Crater:0.0074,Waves:0.0015"
2,1,957_321_box_1.ply,jitter,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0884,Ditch:0.0835,Crater:0.7681,Waves:0.1062"
2,1,227_17_box_4.ply,none,"1.0,0.0,0.0,0.0","1,0,0,0","Good_layer:0.9799,Ditch:0.0426,Crater:0.0009,Waves:0.0019"
2,1,1496_40_box_1.ply,flip_x,"0.0,0.0,0.0,1.0","0,0,0,1","Good_layer:0.0269,Ditch:0.0251,Crater:0.0062,Waves:0.9802"
2,1,2294_326_box_0.ply,combo,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.0184,Ditch:0.5701,Crater:0.7670,Waves:0.0267"
2,1,1756_118_box_4.ply,flip_x,"0.0,1.0,0.0,0.0","0,1,0,0","Good_layer:0.0979,Ditch:0.5429,Crater:0.4909,Waves:0.0681"
2,1,2014_101_box_2.ply,none,"0.0,1.0,1.0,0.0","0,1,1,0","Good_layer:0.0035,Ditch:0.5224,Crater:0.8589,Waves:0.0115"
2,1,2038_322_box_0.ply,none,"0.0,0.0,1.0,0.0","0,0,1,0","Good_layer:0.0516,Ditch:0.0484,Crater:0.6986,Waves:0.1678"
